Iteration	Loss
21065	0.056990
21066	0.069393
21067	0.080603
21068	0.072127
21069	0.059873
21070	0.059682
21071	0.086371
21072	0.080089
21073	0.071031
21074	0.070108
21075	0.064107
21076	0.079331
21077	0.088474
21078	0.066356
21079	0.058324
21080	0.085264
21081	0.072860
21082	0.065503
21083	0.070314
21084	0.063043
21085	0.064924
21086	0.059902
21087	0.068398
21088	0.057931
21089	0.076514
21090	0.075162
21091	0.070045
21092	0.062250
21093	0.065137
21094	0.075540
21095	0.077246
21096	0.058585
21097	0.063616
21098	0.062982
21099	0.059501
21100	0.061846
21101	0.057211
21102	0.072085
21103	0.069299
21104	0.068010
21105	0.072441
21106	0.062415
21107	0.051751
21108	0.068105
21109	0.059763
21110	0.047316
21111	0.065995
21112	0.065722
21113	0.070385
21114	0.061523
21115	0.071423
21116	0.065653
21117	0.063409
21118	0.075401
21119	0.063172
21120	0.061346
21121	0.081188
21122	0.063058
21123	0.058886
21124	0.062163
21125	0.065479
21126	0.057832
21127	0.062017
21128	0.063761
21129	0.070200
21130	0.063201
21131	0.066075
21132	0.072383
21133	0.068135
21134	0.067785
21135	0.060738
21136	0.060814
21137	0.064657
21138	0.067164
21139	0.073257
21140	0.052974
21141	0.070381
21142	0.061219
21143	0.058098
21144	0.071261
21145	0.069233
21146	0.073129
21147	0.062068
21148	0.064848
21149	0.051897
21150	0.054616
21151	0.060707
21152	0.078660
21153	0.072842
21154	0.066423
21155	0.057981
21156	0.064796
21157	0.066060
21158	0.052837
21159	0.063386
21160	0.054637
21161	0.062713
21162	0.069199
21163	0.066456
21164	0.069686
21165	0.051293
21166	0.078307
21167	0.058735
21168	0.081097
21169	0.077421
21170	0.067521
21171	0.054719
21172	0.069934
21173	0.066233
21174	0.068401
21175	0.076936
21176	0.068659
21177	0.066748
21178	0.091635
21179	0.060379
21180	0.073214
21181	0.076088
21182	0.068960
21183	0.052149
21184	0.072734
21185	0.068581
21186	0.061536
21187	0.063854
21188	0.061352
21189	0.059849
21190	0.069110
21191	0.080645
21192	0.067031
21193	0.055768
21194	0.067185
21195	0.067733
21196	0.072047
21197	0.062337
21198	0.072617
21199	0.059556
21200	0.063198
21201	0.064061
21202	0.057789
21203	0.064136
21204	0.057123
21205	0.057225
21206	0.061881
21207	0.057078
21208	0.061345
21209	0.051513
21210	0.068208
21211	0.047995
21212	0.071332
21213	0.064469
21214	0.064583
21215	0.076431
21216	0.069300
21217	0.092787
21218	0.054219
21219	0.058952
21220	0.063696
21221	0.085067
21222	0.063663
21223	0.060205
21224	0.063527
21225	0.078156
21226	0.076533
21227	0.066729
21228	0.073685
21229	0.071014
21230	0.062188
21231	0.068028
21232	0.070957
21233	0.069423
21234	0.072005
21235	0.074104
21236	0.060818
21237	0.067570
21238	0.077592
21239	0.065198
21240	0.065180
21241	0.064140
21242	0.063524
21243	0.065540
21244	0.062014
21245	0.063579
21246	0.077250
21247	0.069866
21248	0.070881
21249	0.073791
21250	0.065404
21251	0.055791
21252	0.068575
21253	0.056631
21254	0.058902
21255	0.062719
21256	0.073909
21257	0.063399
21258	0.065798
21259	0.067319
21260	0.072839
21261	0.074250
21262	0.060296
21263	0.061850
21264	0.068352
21265	0.052879
21266	0.063468
21267	0.063172
21268	0.061910
21269	0.068049
21270	0.053108
21271	0.075418
21272	0.074310
21273	0.059230
21274	0.071136
21275	0.061513
21276	0.080143
21277	0.065154
21278	0.072081
21279	0.057496
21280	0.065110
21281	0.053672
21282	0.066629
21283	0.057704
21284	0.057748
21285	0.076403
21286	0.064743
21287	0.071262
21288	0.070112
21289	0.091921
21290	0.054976
21291	0.071797
21292	0.085446
21293	0.063299
21294	0.067000
21295	0.060238
21296	0.054672
21297	0.062589
21298	0.050764
21299	0.056391
21300	0.060060
21301	0.050280
21302	0.070649
21303	0.071534
21304	0.066760
21305	0.070656
21306	0.065839
21307	0.058303
21308	0.066984
21309	0.069599
21310	0.062134
21311	0.055248
21312	0.059853
21313	0.060677
21314	0.069706
21315	0.069236
21316	0.069988
21317	0.063438
21318	0.083211
21319	0.064802
21320	0.060988
21321	0.056087
21322	0.070199
21323	0.058277
21324	0.066892
21325	0.070594
21326	0.053176
21327	0.067394
21328	0.061291
21329	0.049559
21330	0.069462
21331	0.058292
21332	0.067959
21333	0.076222
21334	0.075573
21335	0.078449
21336	0.068564
21337	0.062516
21338	0.068696
21339	0.053794
21340	0.061245
21341	0.061930
21342	0.059830
21343	0.059480
21344	0.064441
21345	0.049954
21346	0.057069
21347	0.064779
21348	0.068286
21349	0.061227
21350	0.056372
21351	0.068014
21352	0.055388
21353	0.068720
21354	0.070230
21355	0.074349
21356	0.062486
21357	0.063800
21358	0.066415
21359	0.083219
21360	0.064925
21361	0.058866
21362	0.066149
21363	0.045434
21364	0.074488
21365	0.083988
21366	0.064502
21367	0.058922
21368	0.066483
21369	0.059803
21370	0.072426
21371	0.051783
21372	0.069121
21373	0.061205
21374	0.070876
21375	0.067282
21376	0.073736
21377	0.058602
21378	0.059389
21379	0.050562
21380	0.071639
21381	0.068804
21382	0.070502
21383	0.059711
21384	0.062176
21385	0.059659
21386	0.079648
21387	0.068871
21388	0.074770
21389	0.066431
21390	0.068038
21391	0.060830
21392	0.066270
21393	0.055493
21394	0.074139
21395	0.055660
21396	0.072624
21397	0.069252
21398	0.065895
21399	0.061008
21400	0.088068
21401	0.079945
21402	0.065540
21403	0.065601
21404	0.085016
21405	0.066554
21406	0.065571
21407	0.072389
21408	0.085761
21409	0.070899
21410	0.064797
21411	0.053861
21412	0.077360
21413	0.059768
21414	0.070786
21415	0.061763
21416	0.052781
21417	0.067274
21418	0.068635
21419	0.064602
21420	0.061583
21421	0.056927
21422	0.062152
21423	0.056906
21424	0.063436
21425	0.054770
21426	0.061289
21427	0.057862
21428	0.058549
21429	0.058310
21430	0.054655
21431	0.050571
21432	0.077176
21433	0.063842
21434	0.061457
21435	0.064352
21436	0.058191
21437	0.063350
21438	0.053969
21439	0.083612
21440	0.078711
21441	0.059379
21442	0.076573
21443	0.078399
21444	0.057058
21445	0.076012
21446	0.077146
21447	0.060972
21448	0.070414
21449	0.059558
21450	0.066899
21451	0.063535
21452	0.062720
21453	0.060113
21454	0.054614
21455	0.065929
21456	0.052344
21457	0.062435
21458	0.059807
21459	0.050530
21460	0.051336
21461	0.068399
21462	0.069575
21463	0.047630
21464	0.069649
21465	0.099336
21466	0.061047
21467	0.062267
21468	0.067896
21469	0.065189
21470	0.073722
21471	0.065849
21472	0.064717
21473	0.063958
21474	0.059169
21475	0.065566
21476	0.072811
21477	0.074074
21478	0.075759
21479	0.068541
21480	0.048356
21481	0.066329
21482	0.079858
21483	0.052799
21484	0.080811
21485	0.058110
21486	0.072814
21487	0.071153
21488	0.067467
21489	0.054099
21490	0.063510
21491	0.066039
21492	0.056671
21493	0.061514
21494	0.059074
21495	0.061329
21496	0.065963
21497	0.066715
21498	0.068992
21499	0.050436
21500	0.066564
21501	0.060292
21502	0.066909
21503	0.057633
21504	0.069142
21505	0.066202
21506	0.066431
21507	0.056882
21508	0.064225
21509	0.068582
21510	0.064880
21511	0.076899
21512	0.064339
21513	0.052566
21514	0.065830
21515	0.051225
21516	0.063657
21517	0.060929
21518	0.084594
21519	0.060638
21520	0.067289
21521	0.066089
21522	0.058655
21523	0.049252
21524	0.072119
21525	0.061635
21526	0.081056
21527	0.066095
21528	0.064815
21529	0.066483
21530	0.057585
21531	0.072275
21532	0.069086
21533	0.069559
21534	0.064124
21535	0.050535
21536	0.054963
21537	0.064209
21538	0.062595
21539	0.062662
21540	0.067620
21541	0.064094
21542	0.058390
21543	0.059614
21544	0.082124
21545	0.067786
21546	0.065768
21547	0.055207
21548	0.068553
21549	0.058783
21550	0.058400
21551	0.068433
21552	0.059627
21553	0.043241
21554	0.060996
21555	0.064217
21556	0.062574
21557	0.054642
21558	0.066444
21559	0.062170
21560	0.053054
21561	0.057093
21562	0.066365
21563	0.060161
21564	0.064238
21565	0.054762
21566	0.055405
21567	0.065126
21568	0.064546
21569	0.063074
21570	0.083899
21571	0.060999
21572	0.062726
21573	0.059804
21574	0.058245
21575	0.063000
21576	0.062604
21577	0.054652
21578	0.062035
21579	0.072156
21580	0.061629
21581	0.056545
21582	0.069203
21583	0.050639
21584	0.064079
21585	0.052022
21586	0.065287
21587	0.061140
21588	0.055380
21589	0.057162
21590	0.081080
21591	0.055042
21592	0.062601
21593	0.055509
21594	0.062495
21595	0.060668
21596	0.069013
21597	0.068104
21598	0.068408
21599	0.056395
21600	0.067950
21601	0.062629
21602	0.059895
21603	0.057007
21604	0.062427
21605	0.071852
21606	0.058146
21607	0.065357
21608	0.071864
21609	0.063879
21610	0.056395
21611	0.061731
21612	0.045090
21613	0.063596
21614	0.054872
21615	0.062515
21616	0.043338
21617	0.058410
21618	0.085272
21619	0.070667
21620	0.068532
21621	0.056514
21622	0.072029
21623	0.049164
21624	0.066785
21625	0.054784
21626	0.066970
21627	0.049745
21628	0.072834
21629	0.062841
21630	0.062407
21631	0.064674
21632	0.054672
21633	0.073116
21634	0.063661
21635	0.068769
21636	0.062527
21637	0.057076
21638	0.059173
21639	0.068143
21640	0.063478
21641	0.064338
21642	0.074457
21643	0.067796
21644	0.059805
21645	0.067375
21646	0.066801
21647	0.057076
21648	0.064178
21649	0.074488
21650	0.077439
21651	0.081330
21652	0.064597
21653	0.056491
21654	0.074445
21655	0.058015
21656	0.055097
21657	0.057336
21658	0.056030
21659	0.073210
21660	0.067105
21661	0.060789
21662	0.056995
21663	0.085001
21664	0.064887
21665	0.060940
21666	0.068557
21667	0.061459
21668	0.067677
21669	0.053514
21670	0.064207
21671	0.074452
21672	0.059495
21673	0.070613
21674	0.070386
21675	0.075253
21676	0.073862
21677	0.063516
21678	0.065501
21679	0.062346
21680	0.047394
21681	0.058653
21682	0.059387
21683	0.054779
21684	0.058789
21685	0.065661
21686	0.068059
21687	0.058742
21688	0.067862
21689	0.061533
21690	0.067216
21691	0.063199
21692	0.063898
21693	0.058930
21694	0.053521
21695	0.067041
21696	0.072041
21697	0.059896
21698	0.069239
21699	0.068404
21700	0.073268
21701	0.057384
21702	0.057825
21703	0.063295
21704	0.056335
21705	0.060188
21706	0.060831
21707	0.062147
21708	0.064509
21709	0.066884
21710	0.050287
21711	0.074829
21712	0.074958
21713	0.062078
21714	0.082665
21715	0.059372
21716	0.071195
21717	0.059399
21718	0.070790
21719	0.064990
21720	0.067100
21721	0.067160
21722	0.057813
21723	0.064820
21724	0.065338
21725	0.057123
21726	0.071691
21727	0.057068
21728	0.056743
21729	0.058767
21730	0.065867
21731	0.055178
21732	0.059246
21733	0.068181
21734	0.050377
21735	0.060427
21736	0.075909
21737	0.046210
21738	0.087366
21739	0.050605
21740	0.065040
21741	0.070113
21742	0.056940
21743	0.066050
21744	0.049900
21745	0.072480
21746	0.048256
21747	0.061907
21748	0.052491
21749	0.065784
21750	0.071158
21751	0.068061
21752	0.054410
21753	0.066102
21754	0.057930
21755	0.066137
21756	0.054275
21757	0.068029
21758	0.053286
21759	0.067025
21760	0.061735
21761	0.064811
21762	0.059034
21763	0.054445
21764	0.080404
21765	0.059911
21766	0.066753
21767	0.079482
21768	0.066366
21769	0.067983
21770	0.068223
21771	0.061921
21772	0.061754
21773	0.070039
21774	0.065177
21775	0.062197
21776	0.064574
21777	0.070475
21778	0.086714
21779	0.072673
21780	0.048325
21781	0.061124
21782	0.064546
21783	0.059454
21784	0.070203
21785	0.078538
21786	0.066913
21787	0.052906
21788	0.058920
21789	0.067794
21790	0.066309
21791	0.062684
21792	0.077083
21793	0.055243
21794	0.064275
21795	0.052162
21796	0.073217
21797	0.058195
21798	0.067267
21799	0.074593
21800	0.073342
21801	0.058042
21802	0.061814
21803	0.070585
21804	0.060602
21805	0.058775
21806	0.064206
21807	0.052139
21808	0.071651
21809	0.055277
21810	0.056711
21811	0.059007
21812	0.050523
21813	0.058913
21814	0.055429
21815	0.077364
21816	0.064697
21817	0.079026
21818	0.057917
21819	0.062407
21820	0.075012
21821	0.069577
21822	0.054527
21823	0.062958
21824	0.049167
21825	0.058711
21826	0.072616
21827	0.075073
21828	0.066419
21829	0.062487
21830	0.065296
21831	0.070532
21832	0.050505
21833	0.062984
21834	0.049079
21835	0.063330
21836	0.058833
21837	0.047375
21838	0.069768
21839	0.062422
21840	0.062707
21841	0.066997
21842	0.066826
21843	0.066156
21844	0.061197
21845	0.061579
21846	0.056513
21847	0.054322
21848	0.057505
21849	0.058850
21850	0.063368
21851	0.058458
21852	0.066926
21853	0.079012
21854	0.070404
21855	0.068483
21856	0.064857
21857	0.064116
21858	0.063407
21859	0.062801
21860	0.065119
21861	0.068389
21862	0.087340
21863	0.057218
21864	0.055446
21865	0.060420
21866	0.102575
21867	0.073857
21868	0.061519
21869	0.067006
21870	0.074367
21871	0.080285
21872	0.051483
21873	0.062753
21874	0.075865
21875	0.063217
21876	0.071278
21877	0.063631
21878	0.072886
21879	0.064113
21880	0.061980
21881	0.081184
21882	0.064659
21883	0.088125
21884	0.063088
21885	0.059376
21886	0.094038
21887	0.088634
21888	0.064796
21889	0.064484
21890	0.073553
21891	0.083555
21892	0.063659
21893	0.071427
21894	0.083727
21895	0.079955
21896	0.069450
21897	0.067104
21898	0.080711
21899	0.068729
21900	0.068296
21901	0.061856
21902	0.063643
21903	0.070229
21904	0.065832
21905	0.066972
21906	0.060735
21907	0.080380
21908	0.065169
21909	0.055705
21910	0.076641
21911	0.066155
21912	0.073252
21913	0.055026
21914	0.068605
21915	0.056342
21916	0.059042
21917	0.054249
21918	0.051297
21919	0.060347
21920	0.082677
21921	0.053820
21922	0.049559
21923	0.060890
21924	0.057626
21925	0.059532
21926	0.069580
21927	0.056230
21928	0.063579
21929	0.066001
21930	0.068400
21931	0.062746
21932	0.055420
21933	0.057074
21934	0.055664
21935	0.062654
21936	0.056108
21937	0.077321
21938	0.054794
21939	0.064053
21940	0.060130
21941	0.068891
21942	0.064925
21943	0.058436
21944	0.071503
21945	0.065422
21946	0.060861
21947	0.062716
21948	0.060471
21949	0.060294
21950	0.070237
21951	0.062612
21952	0.068037
21953	0.056061
21954	0.062070
21955	0.058221
21956	0.075260
21957	0.076233
21958	0.066189
21959	0.050181
21960	0.069912
21961	0.081840
21962	0.062498
21963	0.069454
21964	0.051361
21965	0.065336
21966	0.062706
21967	0.063744
21968	0.066766
21969	0.060993
21970	0.067714
21971	0.067070
21972	0.068411
21973	0.078301
21974	0.076254
21975	0.055927
21976	0.056390
21977	0.070568
21978	0.070236
21979	0.056038
21980	0.060510
21981	0.079181
21982	0.055221
21983	0.061353
21984	0.061303
21985	0.063697
21986	0.052946
21987	0.061226
21988	0.061903
21989	0.054260
21990	0.070229
21991	0.064454
21992	0.053621
21993	0.076305
21994	0.067961
21995	0.069251
21996	0.054210
21997	0.065869
21998	0.059221
21999	0.075850
22000	0.073455
22001	0.061385
22002	0.087256
22003	0.051957
22004	0.053370
22005	0.069354
22006	0.070001
22007	0.067462
22008	0.058089
22009	0.063905
22010	0.058569
22011	0.060793
22012	0.065816
22013	0.061290
22014	0.079283
22015	0.061182
22016	0.064318
22017	0.068528
22018	0.071028
22019	0.056445
22020	0.071839
22021	0.059600
22022	0.066222
22023	0.071869
22024	0.067604
22025	0.070127
22026	0.065365
22027	0.064817
22028	0.065503
22029	0.061802
22030	0.060782
22031	0.057653
22032	0.084935
22033	0.064803
22034	0.072143
22035	0.056712
22036	0.057357
22037	0.063528
22038	0.063825
22039	0.065558
22040	0.073668
22041	0.080171
22042	0.066583
22043	0.060696
22044	0.081984
22045	0.067364
22046	0.069897
22047	0.062011
22048	0.063680
22049	0.071704
22050	0.074828
22051	0.053996
22052	0.074399
22053	0.066634
22054	0.086155
22055	0.053132
22056	0.078402
22057	0.069994
22058	0.069055
22059	0.067909
22060	0.068094
22061	0.079193
22062	0.088583
22063	0.052535
22064	0.067524
22065	0.093010
22066	0.075554
22067	0.058723
22068	0.069677
22069	0.080636
22070	0.078178
22071	0.053613
22072	0.065181
22073	0.068558
22074	0.073473
22075	0.065126
22076	0.078738
22077	0.056680
22078	0.069416
22079	0.059629
22080	0.058455
22081	0.080130
22082	0.079147
22083	0.062061
22084	0.065668
22085	0.076339
22086	0.072366
22087	0.064839
22088	0.053405
22089	0.078824
22090	0.072642
22091	0.071159
22092	0.052196
22093	0.072885
22094	0.073790
22095	0.064203
22096	0.065105
22097	0.063653
22098	0.057803
22099	0.061888
22100	0.052690
22101	0.065092
22102	0.080431
22103	0.070807
22104	0.053009
22105	0.060935
22106	0.074713
22107	0.057899
22108	0.067663
22109	0.071806
22110	0.060202
22111	0.061000
22112	0.078048
22113	0.058148
22114	0.068456
22115	0.063813
22116	0.074030
22117	0.056270
22118	0.071358
22119	0.065962
22120	0.072836
22121	0.058567
22122	0.064568
22123	0.059903
22124	0.063885
22125	0.057761
22126	0.060484
22127	0.048324
22128	0.051638
22129	0.049014
22130	0.063700
22131	0.057714
22132	0.078244
22133	0.075401
22134	0.064521
22135	0.066496
22136	0.053594
22137	0.064635
22138	0.083591
22139	0.066229
22140	0.062124
22141	0.061912
22142	0.051207
22143	0.052820
22144	0.059715
22145	0.055375
22146	0.060941
22147	0.058001
22148	0.066415
22149	0.070123
22150	0.077206
22151	0.050164
22152	0.072345
22153	0.061638
22154	0.061739
22155	0.055346
22156	0.058923
22157	0.059511
22158	0.058731
22159	0.060988
22160	0.078845
22161	0.076450
22162	0.057843
22163	0.064330
22164	0.070291
22165	0.066007
22166	0.058006
22167	0.052799
22168	0.062501
22169	0.065131
22170	0.073933
22171	0.066852
22172	0.062359
22173	0.061487
22174	0.066279
22175	0.070829
22176	0.070896
22177	0.050921
22178	0.066019
22179	0.052881
22180	0.062916
22181	0.051036
22182	0.058917
22183	0.072901
22184	0.062322
22185	0.058201
22186	0.059643
22187	0.063755
22188	0.073067
22189	0.061403
22190	0.061770
22191	0.059965
22192	0.064042
22193	0.083501
22194	0.064944
22195	0.071008
22196	0.066487
22197	0.053812
22198	0.057866
22199	0.041495
22200	0.060623
22201	0.053161
22202	0.051890
22203	0.068164
22204	0.055585
22205	0.063878
22206	0.066668
22207	0.047623
22208	0.051528
22209	0.067269
22210	0.064293
22211	0.064538
22212	0.053184
22213	0.065195
22214	0.074032
22215	0.063254
22216	0.065585
22217	0.072238
22218	0.078768
22219	0.056570
22220	0.076369
22221	0.067477
22222	0.057546
22223	0.065001
22224	0.070138
22225	0.060763
22226	0.073544
22227	0.063562
22228	0.058458
22229	0.062620
22230	0.063017
22231	0.052783
22232	0.062788
22233	0.074395
22234	0.069366
22235	0.077411
22236	0.072440
22237	0.055140
22238	0.059043
22239	0.058560
22240	0.058707
22241	0.065606
22242	0.058389
22243	0.057370
22244	0.061285
22245	0.063043
22246	0.069178
22247	0.050760
22248	0.071998
22249	0.058845
22250	0.066343
22251	0.050224
22252	0.064056
22253	0.053581
22254	0.063223
22255	0.065074
22256	0.060607
22257	0.063714
22258	0.052116
22259	0.066662
22260	0.070747
22261	0.055737
22262	0.070004
22263	0.056939
22264	0.058818
22265	0.070361
22266	0.059486
22267	0.063870
22268	0.064491
22269	0.057042
22270	0.059405
22271	0.063163
22272	0.048905
22273	0.064572
22274	0.048276
22275	0.055077
22276	0.067657
22277	0.062839
22278	0.058019
22279	0.060220
22280	0.063600
22281	0.061047
22282	0.062998
22283	0.060418
22284	0.064696
22285	0.055275
22286	0.056487
22287	0.071546
22288	0.056555
22289	0.063131
22290	0.060957
22291	0.069857
22292	0.067820
22293	0.062079
22294	0.062622
22295	0.066219
22296	0.078153
22297	0.061838
22298	0.065525
22299	0.061052
22300	0.057868
22301	0.063102
22302	0.061133
22303	0.064247
22304	0.080915
22305	0.077378
22306	0.060414
22307	0.055028
22308	0.071505
22309	0.058253
22310	0.050758
22311	0.053278
22312	0.051119
22313	0.046067
22314	0.049060
22315	0.078243
22316	0.063938
22317	0.072226
22318	0.044127
22319	0.057320
22320	0.045535
22321	0.070000
22322	0.076473
22323	0.065207
22324	0.067851
22325	0.068230
22326	0.061292
22327	0.054912
22328	0.060045
22329	0.059604
22330	0.068389
22331	0.053289
22332	0.064511
22333	0.066171
22334	0.062113
22335	0.062123
22336	0.062366
22337	0.063117
22338	0.056446
22339	0.058626
22340	0.072900
22341	0.055545
22342	0.074472
22343	0.057599
22344	0.068954
22345	0.050584
22346	0.059121
22347	0.054945
22348	0.068608
22349	0.052436
22350	0.070215
22351	0.069187
22352	0.085542
22353	0.052439
22354	0.065834
22355	0.055490
22356	0.065069
22357	0.064731
22358	0.074891
22359	0.072766
22360	0.067153
22361	0.065133
22362	0.055029
22363	0.063317
22364	0.055524
22365	0.063727
22366	0.059595
22367	0.055722
22368	0.054740
22369	0.061730
22370	0.060472
22371	0.062262
22372	0.061562
22373	0.065635
22374	0.059747
22375	0.066276
22376	0.062125
22377	0.059260
22378	0.069672
22379	0.061540
22380	0.065331
22381	0.068325
22382	0.073590
22383	0.060391
22384	0.073561
22385	0.061924
22386	0.063123
22387	0.066613
22388	0.055631
22389	0.063213
22390	0.063028
22391	0.068647
22392	0.058285
22393	0.066030
22394	0.063199
22395	0.062184
22396	0.064117
22397	0.063666
22398	0.064527
22399	0.072463
22400	0.053051
22401	0.057438
22402	0.062832
22403	0.060330
22404	0.065964
22405	0.065823
22406	0.066620
22407	0.062975
22408	0.072716
22409	0.068227
22410	0.065510
22411	0.054890
22412	0.078426
22413	0.058793
22414	0.061473
22415	0.068375
22416	0.064376
22417	0.060763
22418	0.069012
22419	0.056272
22420	0.058718
22421	0.069829
22422	0.070534
22423	0.054464
22424	0.071337
22425	0.071584
22426	0.070423
22427	0.056221
22428	0.073004
22429	0.052322
22430	0.072596
22431	0.057415
22432	0.084898
22433	0.059498
22434	0.069416
22435	0.087099
22436	0.088773
22437	0.062745
22438	0.066499
22439	0.059866
22440	0.057851
22441	0.051929
22442	0.082452
22443	0.066668
22444	0.069290
22445	0.067072
22446	0.059453
22447	0.072309
22448	0.056068
22449	0.066998
22450	0.068568
22451	0.068221
22452	0.070864
22453	0.083839
22454	0.079675
22455	0.066344
22456	0.066975
22457	0.064536
22458	0.081268
22459	0.056273
22460	0.058801
22461	0.055036
22462	0.063642
22463	0.063002
22464	0.072648
22465	0.066788
22466	0.064687
22467	0.065908
22468	0.061680
22469	0.049028
22470	0.071978
22471	0.061416
22472	0.059477
22473	0.067718
22474	0.059057
22475	0.063058
22476	0.068409
22477	0.060488
22478	0.071428
22479	0.069709
22480	0.089960
22481	0.052117
22482	0.053129
22483	0.072917
22484	0.075123
22485	0.066980
22486	0.083977
22487	0.059149
22488	0.066985
22489	0.067247
22490	0.060331
22491	0.062972
22492	0.081357
22493	0.061335
22494	0.062236
22495	0.074024
22496	0.073259
22497	0.069219
22498	0.060916
22499	0.064613
22500	0.052022
22501	0.067506
22502	0.052281
22503	0.052093
22504	0.068637
22505	0.076795
22506	0.064876
22507	0.062241
22508	0.062449
22509	0.067043
22510	0.074096
22511	0.066411
22512	0.066446
22513	0.065920
22514	0.069974
22515	0.063876
22516	0.064650
22517	0.065048
22518	0.076162
22519	0.057373
22520	0.060632
22521	0.053940
22522	0.072513
22523	0.052994
22524	0.058037
22525	0.072546
22526	0.064996
22527	0.073202
22528	0.067937
22529	0.062940
22530	0.072547
22531	0.064700
22532	0.067705
22533	0.060578
22534	0.064213
22535	0.077017
22536	0.068945
22537	0.072633
22538	0.065737
22539	0.056079
22540	0.060766
22541	0.065651
22542	0.062056
22543	0.057602
22544	0.071076
22545	0.078739
22546	0.062758
22547	0.072872
22548	0.074200
22549	0.069922
22550	0.062540
22551	0.058930
22552	0.078363
22553	0.062089
22554	0.061200
22555	0.063544
22556	0.070710
22557	0.053485
22558	0.065777
22559	0.082216
22560	0.063671
22561	0.057619
22562	0.063403
22563	0.055149
22564	0.068542
22565	0.063312
22566	0.078417
22567	0.070133
22568	0.072156
22569	0.057938
22570	0.073184
22571	0.094231
22572	0.082069
22573	0.055265
22574	0.070500
22575	0.057661
22576	0.073106
22577	0.073979
22578	0.058941
22579	0.057781
22580	0.063451
22581	0.056392
22582	0.068141
22583	0.053614
22584	0.072416
22585	0.072059
22586	0.073007
22587	0.051955
22588	0.063185
22589	0.076720
22590	0.075534
22591	0.056463
22592	0.067388
22593	0.057826
22594	0.056825
22595	0.060623
22596	0.065272
22597	0.057219
22598	0.070455
22599	0.067031
22600	0.066823
22601	0.072745
22602	0.068918
22603	0.053853
22604	0.063922
22605	0.057856
22606	0.068472
22607	0.070728
22608	0.049569
22609	0.072520
22610	0.065790
22611	0.061977
22612	0.064384
22613	0.076321
22614	0.056790
22615	0.065514
22616	0.063199
22617	0.052716
22618	0.059086
22619	0.067466
22620	0.075543
22621	0.064823
22622	0.063381
22623	0.054544
22624	0.065246
22625	0.069424
22626	0.072926
22627	0.068550
22628	0.064276
22629	0.073531
22630	0.066355
22631	0.052267
22632	0.048904
22633	0.057944
22634	0.073391
22635	0.065170
22636	0.066183
22637	0.055423
22638	0.056028
22639	0.053829
22640	0.067216
22641	0.071036
22642	0.057072
22643	0.074452
22644	0.062093
22645	0.068636
22646	0.067372
22647	0.075928
22648	0.070324
22649	0.059598
22650	0.049074
22651	0.064173
22652	0.061617
22653	0.064458
22654	0.078679
22655	0.070144
22656	0.061389
22657	0.068761
22658	0.062136
22659	0.074457
22660	0.067433
22661	0.070736
22662	0.063623
22663	0.066373
22664	0.060788
22665	0.067265
22666	0.077147
22667	0.063374
22668	0.068428
22669	0.057626
22670	0.057244
22671	0.060720
22672	0.062936
22673	0.063108
22674	0.064298
22675	0.071750
22676	0.053762
22677	0.057289
22678	0.046485
22679	0.062160
22680	0.060476
22681	0.045452
22682	0.060891
22683	0.071643
22684	0.053849
22685	0.049337
22686	0.065043
22687	0.069029
22688	0.068389
22689	0.068960
22690	0.066957
22691	0.065612
22692	0.062533
22693	0.055395
22694	0.066875
22695	0.058098
22696	0.051399
22697	0.061407
22698	0.077024
22699	0.049339
22700	0.055406
22701	0.067142
22702	0.058068
22703	0.063865
22704	0.083269
22705	0.067290
22706	0.069134
22707	0.082226
22708	0.080584
22709	0.068697
22710	0.069345
22711	0.057212
22712	0.060993
22713	0.080926
22714	0.067867
22715	0.072527
22716	0.066441
22717	0.057740
22718	0.063999
22719	0.062950
22720	0.076592
22721	0.063880
22722	0.064675
22723	0.057144
22724	0.063839
22725	0.064529
22726	0.063268
22727	0.047421
22728	0.061176
22729	0.061106
22730	0.059428
22731	0.043550
22732	0.060675
22733	0.069617
22734	0.065826
22735	0.067640
22736	0.078804
22737	0.054379
22738	0.064888
22739	0.069133
22740	0.065234
22741	0.065667
22742	0.071007
22743	0.067275
22744	0.061786
22745	0.052963
22746	0.074231
22747	0.053635
22748	0.061968
22749	0.058209
22750	0.075899
22751	0.059864
22752	0.061151
22753	0.052839
22754	0.079055
22755	0.073339
22756	0.048759
22757	0.061613
22758	0.056463
22759	0.059706
22760	0.074103
22761	0.056161
22762	0.072408
22763	0.070923
22764	0.068870
22765	0.061877
22766	0.071913
22767	0.059197
22768	0.068227
22769	0.059614
22770	0.063027
22771	0.064157
22772	0.058095
22773	0.061563
22774	0.053178
22775	0.065690
22776	0.063877
22777	0.057075
22778	0.060168
22779	0.059531
22780	0.068792
22781	0.065021
22782	0.058981
22783	0.058727
22784	0.067590
22785	0.053503
22786	0.065301
22787	0.067178
22788	0.059833
22789	0.063582
22790	0.063451
22791	0.066334
22792	0.074085
22793	0.056132
22794	0.059122
22795	0.059665
22796	0.059027
22797	0.056302
22798	0.058526
22799	0.066464
22800	0.072458
22801	0.066808
22802	0.062312
22803	0.064516
22804	0.056635
22805	0.050149
22806	0.061209
22807	0.055510
22808	0.068497
22809	0.051971
22810	0.056217
22811	0.057449
22812	0.064812
